日付,到着時刻,定刻,遅延(分),状況,系統,バス停名,ナンバー,バス会社
2026/08/10,07:11,07:10,1,定時,89,糸満バスターミナル（那覇・米須・高嶺向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:11,07:11,0,定時,89,糸満市場入口（那覇・米須・高嶺向け）,沖縄200か908,琉球バス交通
2026/08/10,07:11,07:11,0,定時,89,高良（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:11,07:08,3,定時,89,公園前（那覇バスターミナル向け）,沖縄230あ 1362,沖縄バス
2026/08/10,07:12,07:12,0,定時,89,糸満ロータリー（那覇・沖水向け）,沖縄200か908,琉球バス交通
2026/08/10,07:12,07:09,3,定時,89,宇栄原入口（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:12,07:11,1,定時,89,那覇高校前（那覇バスターミナル・旭橋向け）,沖縄200か1691,琉球バス交通
2026/08/10,07:13,07:09,4,遅延 +4分,89,新町入口（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:14,07:13,1,定時,89,白銀堂前（那覇・沖水向け）,沖縄200か908,琉球バス交通
2026/08/10,07:14,07:10,4,遅延 +4分,89,第二ゲート（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:15,07:15,0,定時,89,糸満入口（那覇・沖水向け）,沖縄200か908,琉球バス交通
2026/08/10,07:15,07:11,4,遅延 +4分,89,赤嶺駅前（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:15,07:14,1,定時,89,県庁南口（那覇バスターミナル・旭橋向け）,沖縄200か1691,琉球バス交通
2026/08/10,07:15,07:17,-2,早着 -2分,89,阿波根（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:15,07:17,-2,早着 -2分,89,旭橋・那覇バスターミナル　のりば１０,沖縄230あ 1362,沖縄バス
2026/08/10,07:16,07:16,0,定時,89,翁長（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:16,07:17,-1,定時,89,西崎入口（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:16,07:15,1,定時,89,上泉（那覇バスターミナル・小禄向け）,沖縄200か1691,琉球バス交通
2026/08/10,07:17,07:16,1,定時,89,翁長入口（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:17,07:18,-1,定時,89,西崎小学校入口（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:17,07:18,-1,定時,89,豊見城南高校前（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:17,07:13,4,遅延 +4分,89,旭町（開南・国場向け）,沖縄230あ 1362,沖縄バス
2026/08/10,07:18,07:23,-5,早着 -5分,89,西壷川（開南・国場向け）,沖縄230あ 1362,沖縄バス
2026/08/10,07:19,07:19,0,定時,89,工業団地入口（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:19,07:13,6,遅延 +6分,89,赤嶺安里原（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:19,07:16,3,定時,89,壺川（開南・国場向け）,沖縄230あ 1362,沖縄バス
2026/08/10,07:19,07:19,0,定時,89,座安入口（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:20,07:20,0,定時,89,西崎二丁目（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:20,07:20,0,定時,89,伊良波（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:21,07:22,-1,定時,89,西崎第二団地前（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:21,07:21,0,定時,89,我那覇（那覇方面）,沖縄200か 931,沖縄バス
2026/08/10,07:21,07:15,6,遅延 +6分,89,小禄駅前（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:21,07:18,3,定時,89,農協会館前（那覇バスターミナル向け）,沖縄230あ 1362,沖縄バス
2026/08/10,07:22,07:23,-1,定時,89,西崎運動公園前（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:22,07:16,6,遅延 +6分,89,田原（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:22,07:19,3,定時,89,与儀小学校前（那覇バスターミナル向け）,沖縄230あ 1362,沖縄バス
2026/08/10,07:24,07:20,4,遅延 +4分,89,与儀十字路（那覇署前　牧志駅・おもろまち方面）,沖縄230あ 1362,沖縄バス
2026/08/10,07:24,07:25,-1,定時,89,西崎中学校入口（那覇・向陽高校向け）,沖縄200か908,琉球バス交通
2026/08/10,07:24,07:23,1,定時,89,名嘉地（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:25,07:27,-2,早着 -2分,89,那覇西高校前（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:26,07:25,1,定時,89,糸満市役所入口（那覇・米須・高嶺向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:26,07:27,-1,定時,89,阿波根（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:26,07:27,-1,定時,89,高良（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:27,07:27,0,定時,89,開南（那覇バスターミナル・旭橋向け）,沖縄230あ 1362,沖縄バス
2026/08/10,07:27,07:26,1,定時,89,糸満市場入口（那覇・米須・高嶺向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:27,07:27,0,定時,89,翁長（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:27,07:26,1,定時,89,宇栄原入口（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:27,07:27,0,定時,89,金城（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:28,07:26,2,定時,89,糸満ロータリー（那覇・沖水向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:28,07:27,1,定時,89,翁長入口（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:28,07:28,0,定時,89,第二ゲート（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:29,07:29,0,定時,89,那覇高校前（那覇バスターミナル・旭橋向け）,沖縄230あ 1362,沖縄バス
2026/08/10,07:29,07:27,2,定時,89,糸満西区（那覇・沖水向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:29,07:29,0,定時,89,豊見城南高校前（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:30,07:27,3,定時,89,白銀堂前（那覇・沖水向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:30,07:28,2,定時,89,糸満入口（那覇・沖水向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:31,07:21,10,遅延 +10分,89,軍桟橋前（那覇空港→旭橋方面）,沖縄200か996,琉球バス交通
2026/08/10,07:31,07:27,4,遅延 +4分,89,上泉（那覇バスターミナル・小禄向け）,沖縄230あ 1362,沖縄バス
2026/08/10,07:31,07:30,1,定時,89,与根入口（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:32,07:30,2,定時,89,座安入口（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:32,07:23,9,遅延 +9分,89,公園前（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:33,07:30,3,定時,89,西崎入口（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:33,07:31,2,定時,89,伊良波（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:33,07:30,3,定時,89,赤嶺駅前（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:34,07:31,3,定時,89,潮平（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:36,07:32,4,遅延 +4分,89,我那覇（那覇方面）,沖縄200か908,琉球バス交通
2026/08/10,07:36,07:32,4,遅延 +4分,89,赤嶺安里原（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:37,07:29,8,遅延 +8分,89,阿波根（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:37,07:34,3,定時,89,名嘉地（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:37,07:35,2,定時,89,小禄駅前（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:37,07:29,8,遅延 +8分,89,旭橋・那覇バスターミナル　のりば１０,沖縄200か996,琉球バス交通
2026/08/10,07:37,07:34,3,定時,89,翁長（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:38,07:36,2,定時,89,田原（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:39,07:34,5,遅延 +5分,89,翁長入口（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:39,07:29,10,遅延 +10分,89,高良（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:39,07:29,10,遅延 +10分,89,旭町（開南・国場向け）,沖縄200か996,琉球バス交通
2026/08/10,07:40,07:29,11,遅延 +11分,89,那覇西高校前（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:40,07:38,2,定時,89,宇栄原入口（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:40,07:40,0,定時,89,西壷川（開南・国場向け）,沖縄200か996,琉球バス交通
2026/08/10,07:41,07:41,0,定時,89,糸満市役所入口（那覇・米須・高嶺向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:41,07:37,4,遅延 +4分,89,豊見城南高校前（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:41,07:38,3,定時,89,新町入口（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:42,07:40,2,定時,89,第二ゲート（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:42,07:46,-4,早着 -4分,89,金城（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:42,07:42,0,定時,89,糸満市場入口（那覇・米須・高嶺向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:42,07:32,10,遅延 +10分,89,壺川（開南・国場向け）,沖縄200か996,琉球バス交通
2026/08/10,07:43,07:43,0,定時,89,糸満ロータリー（那覇・沖水向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:43,07:44,-1,定時,89,糸満西区（那覇・沖水向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:43,07:34,9,遅延 +9分,89,農協会館前（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:44,07:44,0,定時,89,白銀堂前（那覇・沖水向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:44,07:42,2,定時,89,軍桟橋前（那覇空港→旭橋方面）,沖縄200か 931,沖縄バス
2026/08/10,07:45,07:45,0,定時,89,糸満入口（那覇・沖水向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:45,07:42,3,定時,89,赤嶺駅前（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:45,07:45,0,定時,89,公園前（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:45,07:35,10,遅延 +10分,89,与儀小学校前（那覇バスターミナル向け）,沖縄200か996,琉球バス交通
2026/08/10,07:45,07:38,7,遅延 +7分,89,与根入口（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:46,07:38,8,遅延 +8分,89,座安入口（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:46,07:37,9,遅延 +9分,89,与儀十字路（那覇署前　牧志駅・おもろまち方面）,沖縄200か996,琉球バス交通
2026/08/10,07:47,07:39,8,遅延 +8分,89,伊良波（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:47,07:47,0,定時,89,西崎入口（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:48,07:48,0,定時,89,潮平（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:48,07:51,-3,早着 -3分,89,赤嶺安里原（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:48,07:46,2,定時,89,開南（那覇バスターミナル・旭橋向け）,沖縄200か996,琉球バス交通
2026/08/10,07:50,07:50,0,定時,89,旭橋・那覇バスターミナル　のりば１０,沖縄230あ 1362,沖縄バス
2026/08/10,07:51,07:50,1,定時,89,阿波根（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:51,07:40,11,遅延 +11分,89,我那覇（那覇方面）,沖縄230あ 1364,沖縄バス
2026/08/10,07:51,07:50,1,定時,89,那覇高校前（那覇バスターミナル・旭橋向け）,沖縄200か996,琉球バス交通
2026/08/10,07:51,07:54,-3,早着 -3分,89,小禄駅前（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:52,07:55,-3,早着 -3分,89,糸満バスターミナル（那覇・米須・高嶺向け）,沖縄200か1523,琉球バス交通
2026/08/10,07:52,07:42,10,遅延 +10分,89,名嘉地（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:52,07:43,9,遅延 +9分,89,県庁南口（那覇バスターミナル・旭橋向け）,沖縄200か996,琉球バス交通
2026/08/10,07:52,07:51,1,定時,89,翁長（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:53,07:55,-2,早着 -2分,89,田原（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:53,07:53,0,定時,89,旭町（開南・国場向け）,沖縄200か 931,沖縄バス
2026/08/10,07:53,07:51,2,定時,89,翁長入口（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:53,07:50,3,定時,89,高良（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:53,07:44,9,遅延 +9分,89,上泉（那覇バスターミナル・小禄向け）,沖縄200か996,琉球バス交通
2026/08/10,07:54,07:40,14,遅延 +14分,89,西壷川（開南・国場向け）,沖縄200か 931,沖縄バス
2026/08/10,07:55,07:54,1,定時,89,豊見城南高校前（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:55,07:55,0,定時,89,糸満バスターミナル（那覇・米須・高嶺向け）,沖縄200か 930,沖縄バス
2026/08/10,07:55,07:46,9,遅延 +9分,89,宇栄原入口（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:56,07:50,6,遅延 +6分,89,那覇西高校前（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:56,07:56,0,定時,89,壺川（開南・国場向け）,沖縄200か 931,沖縄バス
2026/08/10,07:56,07:57,-1,定時,89,座安入口（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:56,07:47,9,遅延 +9分,89,第二ゲート（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:57,07:56,1,定時,89,糸満市場入口（那覇・米須・高嶺向け）,沖縄200か 930,沖縄バス
2026/08/10,07:57,07:49,8,遅延 +8分,89,赤嶺駅前（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,07:57,07:58,-1,定時,89,農協会館前（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:58,07:58,0,定時,89,伊良波（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,07:58,08:02,-4,早着 -4分,89,金城（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,07:58,07:57,1,定時,89,糸満ロータリー（那覇・沖水向け）,沖縄200か 930,沖縄バス
2026/08/10,07:58,07:59,-1,定時,89,与儀小学校前（那覇バスターミナル向け）,沖縄200か 931,沖縄バス
2026/08/10,07:59,07:58,1,定時,89,糸満西区（那覇・沖水向け）,沖縄200か 930,沖縄バス
2026/08/10,07:59,08:01,-2,早着 -2分,89,軍桟橋前（那覇空港→旭橋方面）,沖縄200か908,琉球バス交通
2026/08/10,08:00,07:58,2,定時,89,白銀堂前（那覇・沖水向け）,沖縄200か 930,沖縄バス
2026/08/10,08:00,07:59,1,定時,89,我那覇（那覇方面）,沖縄200か1590,琉球バス交通
2026/08/10,08:00,07:57,3,定時,89,公園前（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,08:00,08:01,-1,定時,89,与儀十字路（那覇署前　牧志駅・おもろまち方面）,沖縄200か 931,沖縄バス
2026/08/10,08:01,07:59,2,定時,89,糸満入口（那覇・沖水向け）,沖縄200か 930,沖縄バス
2026/08/10,08:01,08:01,0,定時,89,名嘉地（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:01,07:51,10,遅延 +10分,89,赤嶺安里原（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,08:02,07:54,8,遅延 +8分,89,小禄駅前（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,08:02,08:01,1,定時,89,西崎入口（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:02,08:02,0,定時,89,高良（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:02,07:55,7,遅延 +7分,89,田原（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,08:03,08:02,1,定時,89,潮平（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:04,08:05,-1,定時,89,宇栄原入口（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:04,08:02,2,定時,89,開南（那覇バスターミナル・旭橋向け）,沖縄200か 931,沖縄バス
2026/08/10,08:04,08:02,2,定時,89,旭橋・那覇バスターミナル　のりば１０,沖縄230あ 1362,沖縄バス
2026/08/10,08:05,08:06,-1,定時,89,新町入口（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:05,08:02,3,定時,89,那覇西高校前（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,08:05,08:02,3,定時,89,那覇高校前（那覇バスターミナル・旭橋向け）,沖縄200か 931,沖縄バス
2026/08/10,08:06,08:09,-3,早着 -3分,89,阿波根（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:06,08:10,-4,早着 -4分,89,糸満バスターミナル（那覇・米須・高嶺向け）,沖縄200か911,琉球バス交通
2026/08/10,08:06,08:07,-1,定時,89,第二ゲート（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:06,08:08,-2,早着 -2分,89,県庁南口（那覇バスターミナル・旭橋向け）,沖縄200か 931,沖縄バス
2026/08/10,08:07,08:05,2,定時,89,翁長（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:08,08:08,0,定時,89,赤嶺駅前（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:08,08:10,-2,早着 -2分,89,上泉（那覇バスターミナル・小禄向け）,沖縄200か 931,沖縄バス
2026/08/10,08:08,08:05,3,定時,89,翁長入口（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:08,08:11,-3,早着 -3分,89,旭町（開南・国場向け）,沖縄200か908,琉球バス交通
2026/08/10,08:09,08:08,1,定時,89,豊見城南高校前（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:09,08:09,0,定時,89,金城（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,08:09,08:12,-3,早着 -3分,89,西壷川（開南・国場向け）,沖縄200か908,琉球バス交通
2026/08/10,08:11,08:10,1,定時,89,糸満市役所入口（那覇・米須・高嶺向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:11,08:10,1,定時,89,与根入口（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:11,08:01,10,遅延 +10分,89,軍桟橋前（那覇空港→旭橋方面）,沖縄230あ 1364,沖縄バス
2026/08/10,08:11,08:14,-3,早着 -3分,89,壺川（開南・国場向け）,沖縄200か908,琉球バス交通
2026/08/10,08:12,08:11,1,定時,89,糸満市場入口（那覇・米須・高嶺向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:12,08:11,1,定時,89,座安入口（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:12,08:04,8,遅延 +8分,89,公園前（那覇バスターミナル向け）,沖縄230あ 1364,沖縄バス
2026/08/10,08:12,08:12,0,定時,89,糸満ロータリー（那覇・沖水向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:12,08:12,0,定時,89,伊良波（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:13,08:10,3,定時,89,赤嶺安里原（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:13,08:13,0,定時,89,糸満西区（那覇・沖水向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:14,08:13,1,定時,89,白銀堂前（那覇・沖水向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:14,08:14,0,定時,89,糸満入口（那覇・沖水向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:14,08:12,2,定時,89,旭橋・那覇バスターミナル　のりば１０,沖縄200か 931,沖縄バス
2026/08/10,08:14,08:16,-2,早着 -2分,89,農協会館前（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,08:15,08:13,2,定時,89,我那覇（那覇方面）,沖縄200か 930,沖縄バス
2026/08/10,08:15,08:12,3,定時,89,小禄駅前（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:16,08:17,-1,定時,89,与儀小学校前（那覇バスターミナル向け）,沖縄200か908,琉球バス交通
2026/08/10,08:17,08:16,1,定時,89,西崎入口（那覇バスターミナル向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:17,08:15,2,定時,89,名嘉地（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:17,08:13,4,遅延 +4分,89,田原（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:17,08:19,-2,早着 -2分,89,与儀十字路（那覇署前　牧志駅・おもろまち方面）,沖縄200か908,琉球バス交通
2026/08/10,08:18,08:18,0,定時,89,西崎小学校入口（那覇バスターミナル向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:18,08:11,7,遅延 +7分,89,旭町（開南・国場向け）,沖縄230あ 1364,沖縄バス
2026/08/10,08:19,08:19,0,定時,89,工業団地入口（那覇バスターミナル向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:19,08:20,-1,定時,89,高良（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:19,08:20,-1,定時,89,那覇西高校前（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:19,08:20,-1,定時,89,西崎二丁目（那覇バスターミナル向け）,沖縄200か1523,琉球バス交通
2026/08/10,08:19,08:20,-1,定時,89,開南（那覇バスターミナル・旭橋向け）,沖縄200か908,琉球バス交通
2026/08/10,08:21,08:18,3,定時,89,宇栄原入口（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:21,08:21,0,定時,89,西壷川（開南・国場向け）,沖縄230あ 1364,沖縄バス
2026/08/10,08:21,08:19,2,定時,89,新町入口（那覇バスターミナル向け）,沖縄200か 930,沖縄バス
2026/08/10,08:21,08:20,1,定時,89,金城（那覇バスターミナル向け）,沖縄200か1590,琉球バス交通
2026/08/10,08:21,08:20,1,定時,89,那覇高校前（那覇バスターミナル・旭橋向け）,沖縄200か908,琉球バス交通
2026/08/10,08:22,08:22,0,定時,89,西崎第二団地前（那覇バスターミナル向け）,沖縄200か1523,琉球バス交通
