日付,到着時刻,定刻,遅延(分),状況,系統,バス停名,ナンバー,バス会社
2026/08/13,07:02,,,定刻不明,98,第二佐真下（バイパス・大謝名向け）,沖縄200か640,琉球バス交通
2026/08/13,07:03,07:04,-1,定時,98,安里（那覇バスターミナル・旭橋向け）,沖縄200か865,琉球バス交通
2026/08/13,07:03,07:00,3,定時,98,豊見城中央病院前（豊崎向け）,沖縄230あ1616,琉球バス交通
2026/08/13,07:04,07:01,3,定時,98,平和台団地入口（豊崎向け）,沖縄230あ1616,琉球バス交通
2026/08/13,07:05,07:04,1,定時,98,真栄原（古島駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:05,,,定刻不明,98,牧志（那覇バスターミナル・旭橋向け）,沖縄200か865,琉球バス交通
2026/08/13,07:07,07:08,-1,定時,98,広栄団地入口（古島駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:07,07:07,0,定時,98,ホテルコレクティブ前（那覇バスターミナル・旭橋向け）,沖縄200か865,琉球バス交通
2026/08/13,07:07,07:08,-1,定時,98,広栄（古島駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:08,07:04,4,遅延 +4分,98,我那覇（糸満・豊崎向け）,沖縄230あ1616,琉球バス交通
2026/08/13,07:09,07:05,4,遅延 +4分,98,伊良波（糸満・豊崎向け）,沖縄230あ1616,琉球バス交通
2026/08/13,07:10,07:11,-1,定時,98,嘉数（宜野湾市）（古島駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:10,07:12,-2,早着 -2分,98,県庁北口（那覇バスターミナル・旭橋向け）,沖縄200か865,琉球バス交通
2026/08/13,07:10,07:06,4,遅延 +4分,98,座安入口（糸満・豊崎向け）,沖縄230あ1616,琉球バス交通
2026/08/13,07:10,07:06,4,遅延 +4分,98,与根入口（糸満・豊崎向け）,沖縄230あ1616,琉球バス交通
2026/08/13,07:12,07:08,4,遅延 +4分,98,翁長北（道の駅豊崎向け）,沖縄230あ1616,琉球バス交通
2026/08/13,07:13,07:14,-1,定時,98,浅野浦（古島駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:13,07:15,-2,早着 -2分,98,旭橋・那覇バスターミナル（公園前向け）,沖縄200か865,琉球バス交通
2026/08/13,07:14,07:10,4,遅延 +4分,98,豊崎入口（道の駅豊崎向け）,沖縄230あ1616,琉球バス交通
2026/08/13,07:15,07:16,-1,定時,98,大平（浦添市）（古島駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:15,07:11,4,遅延 +4分,98,アウトレットモールあしびなー前（道の駅豊崎向け）,沖縄230あ1616,琉球バス交通
2026/08/13,07:17,07:12,5,遅延 +5分,98,道の駅豊崎（終点）,沖縄230あ1616,琉球バス交通
2026/08/13,07:18,07:18,0,定時,98,陽明高校前（古島駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:19,07:16,3,定時,98,軍桟橋前（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:19,07:20,-1,定時,98,琉大北口駐車場（那覇・豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:20,07:20,0,定時,98,沢岻（おもろまち駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:21,07:17,4,遅延 +4分,98,山下（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:22,,,定刻不明,98,志真志三丁目（バイパス向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:23,07:20,3,定時,98,小禄入口（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:24,,,定刻不明,98,志真志ハイツ入口（バイパス向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:24,07:22,2,定時,98,末吉団地前（おもろまち駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:24,07:20,4,遅延 +4分,98,小禄（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:24,07:23,1,定時,98,古島駅前（おもろまち駅向け）,沖縄200か640,琉球バス交通
2026/08/13,07:25,,,定刻不明,98,志真志住宅前（バイパス向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:25,07:20,5,遅延 +5分,98,小禄自治会館入口（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:26,07:25,1,定時,98,興南高校前（国際通り・開南・久茂地向け）,沖縄200か640,琉球バス交通
2026/08/13,07:27,07:25,2,定時,98,長田（バイパス向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:27,07:20,7,遅延 +7分,98,小禄南小学校入口（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:28,07:24,4,遅延 +4分,98,宇栄原団地前（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:28,07:27,1,定時,98,真嘉比（国際通り・開南・久茂地向け）,沖縄200か640,琉球バス交通
2026/08/13,07:29,07:29,0,定時,98,おもろまち駅前（国際通り・開南・久茂地向け）,沖縄200か640,琉球バス交通
2026/08/13,07:29,07:26,3,定時,98,とみぐすく南（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:30,07:28,2,定時,98,沖縄国際大学入口（バイパス・大謝名向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:31,07:29,2,定時,98,沖縄国際大学前（バイパス・大謝名向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:31,07:34,-3,早着 -3分,98,安里一区（国際通り向け）,沖縄200か640,琉球バス交通
2026/08/13,07:31,07:27,4,遅延 +4分,98,平和台北口（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:32,,,定刻不明,98,第一佐真下（バイパス・大謝名向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:33,07:29,4,遅延 +4分,98,宜保（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:33,,,定刻不明,98,第二佐真下（バイパス・大謝名向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:33,07:34,-1,定時,98,安里（那覇バスターミナル・旭橋向け）,沖縄200か640,琉球バス交通
2026/08/13,07:34,07:31,3,定時,98,豊見城中央病院前（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:35,,,定刻不明,98,牧志（那覇バスターミナル・旭橋向け）,沖縄200か640,琉球バス交通
2026/08/13,07:35,07:32,3,定時,98,平和台団地入口（豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:37,07:35,2,定時,98,真栄原（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:37,07:37,0,定時,98,ホテルコレクティブ前（那覇バスターミナル・旭橋向け）,沖縄200か640,琉球バス交通
2026/08/13,07:38,07:35,3,定時,98,我那覇（糸満・豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:39,07:40,-1,定時,98,広栄団地入口（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:40,07:35,5,遅延 +5分,98,伊良波（糸満・豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:40,07:42,-2,早着 -2分,98,県庁北口（那覇バスターミナル・旭橋向け）,沖縄200か640,琉球バス交通
2026/08/13,07:41,07:40,1,定時,98,広栄（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:41,07:36,5,遅延 +5分,98,座安入口（糸満・豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:42,07:36,6,遅延 +6分,98,与根入口（糸満・豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:43,07:38,5,遅延 +5分,98,翁長北（道の駅豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:44,07:44,0,定時,98,嘉数（宜野湾市）（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:44,07:45,-1,定時,98,旭橋・那覇バスターミナル（公園前向け）,沖縄200か640,琉球バス交通
2026/08/13,07:44,07:40,4,遅延 +4分,98,豊崎入口（道の駅豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:45,07:41,4,遅延 +4分,98,アウトレットモールあしびなー前（道の駅豊崎向け）,沖縄200か865,琉球バス交通
2026/08/13,07:47,07:48,-1,定時,98,浅野浦（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:47,07:42,5,遅延 +5分,98,道の駅豊崎（終点）,沖縄200か865,琉球バス交通
2026/08/13,07:48,07:46,2,定時,98,軍桟橋前（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:49,07:47,2,定時,98,山下（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:50,07:51,-1,定時,98,大平（浦添市）（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:51,07:50,1,定時,98,小禄入口（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:52,07:50,2,定時,98,小禄（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:53,,,定刻不明,98,志真志三丁目（バイパス向け）,沖縄230あ1802,琉球バス交通
2026/08/13,07:53,07:54,-1,定時,98,陽明高校前（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:53,07:50,3,定時,98,小禄自治会館入口（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:54,07:50,4,遅延 +4分,98,小禄南小学校入口（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:54,07:54,0,定時,98,宇栄原団地前（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:55,,,定刻不明,98,志真志ハイツ入口（バイパス向け）,沖縄230あ1802,琉球バス交通
2026/08/13,07:56,,,定刻不明,98,志真志住宅前（バイパス向け）,沖縄230あ1802,琉球バス交通
2026/08/13,07:56,07:57,-1,定時,98,とみぐすく南（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:57,07:57,0,定時,98,長田（バイパス向け）,沖縄230あ1802,琉球バス交通
2026/08/13,07:57,07:56,1,定時,98,沢岻（おもろまち駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:58,07:58,0,定時,98,平和台北口（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:59,07:58,1,定時,98,末吉団地前（おもろまち駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,07:59,08:00,-1,定時,98,宜保公民館前（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,07:59,07:59,0,定時,98,古島駅前（おもろまち駅向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:00,08:01,-1,定時,98,沖縄国際大学入口（バイパス・大謝名向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:01,08:00,1,定時,98,宜保（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,08:03,08:02,1,定時,98,沖縄国際大学前（バイパス・大謝名向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:03,08:01,2,定時,98,興南高校前（国際通り・開南・久茂地向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:04,,,定刻不明,98,第一佐真下（バイパス・大謝名向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:04,08:02,2,定時,98,豊見城中央病院前（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,08:06,08:03,3,定時,98,平和台団地入口（豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,08:06,,,定刻不明,98,第二佐真下（バイパス・大謝名向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:07,08:03,4,遅延 +4分,98,真嘉比（国際通り・開南・久茂地向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:08,08:04,4,遅延 +4分,98,おもろまち駅前（国際通り・開南・久茂地向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:08,08:10,-2,早着 -2分,98,真栄原（古島駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:08,08:06,2,定時,98,我那覇（糸満・豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,08:09,08:06,3,定時,98,伊良波（糸満・豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,08:11,08:11,0,定時,98,安里一区（国際通り向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:11,08:08,3,定時,98,与根入口（糸満・豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,08:11,08:14,-3,早着 -3分,98,広栄団地入口（古島駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:12,08:14,-2,早着 -2分,98,広栄（古島駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:12,08:11,1,定時,98,翁長北（道の駅豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,08:13,08:11,2,定時,98,安里（那覇バスターミナル・旭橋向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:14,08:19,-5,早着 -5分,98,牧志（那覇バスターミナル・旭橋向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:14,08:13,1,定時,98,豊崎入口（道の駅豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,08:17,08:14,3,定時,98,ホテルコレクティブ前（那覇バスターミナル・旭橋向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:17,08:14,3,定時,98,アウトレットモールあしびなー前（道の駅豊崎向け）,沖縄200か640,琉球バス交通
2026/08/13,08:18,08:16,2,定時,98,道の駅豊崎（終点）,沖縄200か640,琉球バス交通
2026/08/13,08:19,08:20,-1,定時,98,嘉数（宜野湾市）（古島駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:19,08:19,0,定時,98,県庁北口（那覇バスターミナル・旭橋向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:21,08:18,3,定時,98,豊崎美らSUNビーチ前（終点）,沖縄200か640,琉球バス交通
2026/08/13,08:22,08:23,-1,定時,98,旭橋・那覇バスターミナル（公園前向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:25,08:25,0,定時,98,琉大北口駐車場（那覇・豊崎向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:26,08:26,0,定時,98,浅野浦（古島駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:27,,,定刻不明,98,志真志三丁目（バイパス向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:28,08:28,0,定時,98,大平（浦添市）（古島駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:28,,,定刻不明,98,志真志ハイツ入口（バイパス向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:28,08:24,4,遅延 +4分,98,軍桟橋前（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:29,08:24,5,遅延 +5分,98,山下（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:29,,,定刻不明,98,志真志住宅前（バイパス向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:31,08:32,-1,定時,98,長田（バイパス向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:31,08:28,3,定時,98,小禄入口（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:31,08:33,-2,早着 -2分,98,陽明高校前（古島駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:32,08:28,4,遅延 +4分,98,小禄（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:33,08:25,8,遅延 +8分,98,琉大北口駐車場（那覇・豊崎向け）,沖縄200か1520,琉球バス交通
2026/08/13,08:34,08:28,6,遅延 +6分,98,小禄南小学校入口（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:35,08:36,-1,定時,98,沖縄国際大学入口（バイパス・大謝名向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:35,08:36,-1,定時,98,沢岻（おもろまち駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:35,08:32,3,定時,98,宇栄原団地前（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:37,08:38,-1,定時,98,沖縄国際大学前（バイパス・大謝名向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:37,08:34,3,定時,98,とみぐすく南（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:37,08:35,2,定時,98,平和台北口（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:38,,,定刻不明,98,第一佐真下（バイパス・大謝名向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:39,08:38,1,定時,98,末吉団地前（おもろまち駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:39,08:37,2,定時,98,宜保（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:41,,,定刻不明,98,第二佐真下（バイパス・大謝名向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:41,08:39,2,定時,98,古島駅前（おもろまち駅向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:42,08:39,3,定時,98,豊見城中央病院前（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:43,08:41,2,定時,98,興南高校前（国際通り・開南・久茂地向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:43,08:40,3,定時,98,平和台団地入口（豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:44,08:44,0,定時,98,真栄原（古島駅向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:46,08:49,-3,早着 -3分,98,広栄団地入口（古島駅向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:47,08:44,3,定時,98,おもろまち駅前（国際通り・開南・久茂地向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:47,08:44,3,定時,98,我那覇（糸満・豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:47,08:44,3,定時,98,伊良波（糸満・豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:48,08:49,-1,定時,98,広栄（古島駅向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:48,08:46,2,定時,98,座安入口（糸満・豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:49,08:50,-1,定時,98,安里一区（国際通り向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:49,08:46,3,定時,98,与根入口（糸満・豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:50,08:50,0,定時,98,安里（那覇バスターミナル・旭橋向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:51,,,定刻不明,98,牧志（那覇バスターミナル・旭橋向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:51,08:48,3,定時,98,翁長北（道の駅豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:52,08:52,0,定時,98,嘉数（宜野湾市）（古島駅向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:53,08:54,-1,定時,98,ホテルコレクティブ前（那覇バスターミナル・旭橋向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:54,08:56,-2,早着 -2分,98,浅野浦（古島駅向け）,沖縄230あ1618,琉球バス交通
2026/08/13,08:54,08:50,4,遅延 +4分,98,豊崎入口（道の駅豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:54,08:51,3,定時,98,アウトレットモールあしびなー前（道の駅豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/13,08:56,,,定刻不明,98,琉大北口駐車場（那覇・豊崎向け）,沖縄200か1520,琉球バス交通
2026/08/13,08:56,,,定刻不明,98,県庁北口（那覇バスターミナル・旭橋向け）,沖縄230あ1802,琉球バス交通
2026/08/13,08:57,08:52,5,遅延 +5分,98,道の駅豊崎（終点）,沖縄200か1396,琉球バス交通
2026/08/13,08:57,08:58,-1,定時,98,大平（浦添市）（古島駅向け）,沖縄230あ1618,琉球バス交通
2026/08/14,07:00,,,定刻不明,98,第一佐真下（バイパス・大謝名向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:00,06:59,1,定時,98,おもろまち駅前（国際通り・開南・久茂地向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:00,07:00,0,定時,98,豊見城中央病院前（豊崎向け）,沖縄200か882,琉球バス交通
2026/08/14,07:01,07:04,-3,早着 -3分,98,安里一区（国際通り向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:01,07:01,0,定時,98,平和台団地入口（豊崎向け）,沖縄200か882,琉球バス交通
2026/08/14,07:02,,,定刻不明,98,第二佐真下（バイパス・大謝名向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:04,07:04,0,定時,98,我那覇（糸満・豊崎向け）,沖縄200か882,琉球バス交通
2026/08/14,07:05,07:04,1,定時,98,真栄原（古島駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:05,07:04,1,定時,98,安里（那覇バスターミナル・旭橋向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:05,07:05,0,定時,98,伊良波（糸満・豊崎向け）,沖縄200か882,琉球バス交通
2026/08/14,07:06,,,定刻不明,98,牧志（那覇バスターミナル・旭橋向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:06,07:08,-2,早着 -2分,98,広栄団地入口（古島駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:06,07:06,0,定時,98,座安入口（糸満・豊崎向け）,沖縄200か882,琉球バス交通
2026/08/14,07:07,07:08,-1,定時,98,広栄（古島駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:07,07:06,1,定時,98,与根入口（糸満・豊崎向け）,沖縄200か882,琉球バス交通
2026/08/14,07:08,07:08,0,定時,98,翁長北（道の駅豊崎向け）,沖縄200か882,琉球バス交通
2026/08/14,07:09,07:07,2,定時,98,ホテルコレクティブ前（那覇バスターミナル・旭橋向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:10,07:11,-1,定時,98,嘉数（宜野湾市）（古島駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:11,07:10,1,定時,98,豊崎入口（道の駅豊崎向け）,沖縄200か882,琉球バス交通
2026/08/14,07:11,07:12,-1,定時,98,県庁北口（那覇バスターミナル・旭橋向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:12,07:11,1,定時,98,アウトレットモールあしびなー前（道の駅豊崎向け）,沖縄200か882,琉球バス交通
2026/08/14,07:13,07:14,-1,定時,98,浅野浦（古島駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:13,07:12,1,定時,98,道の駅豊崎（終点）,沖縄200か882,琉球バス交通
2026/08/14,07:15,07:16,-1,定時,98,大平（浦添市）（古島駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:15,07:15,0,定時,98,旭橋・那覇バスターミナル（公園前向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:19,07:20,-1,定時,98,琉大北口駐車場（那覇・豊崎向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:19,07:18,1,定時,98,陽明高校前（古島駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:20,07:16,4,遅延 +4分,98,軍桟橋前（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:22,,,定刻不明,98,志真志三丁目（バイパス向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:22,07:20,2,定時,98,沢岻（おもろまち駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:22,07:17,5,遅延 +5分,98,山下（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:24,,,定刻不明,98,志真志ハイツ入口（バイパス向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:24,07:22,2,定時,98,末吉団地前（おもろまち駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:24,07:20,4,遅延 +4分,98,小禄入口（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:25,07:23,2,定時,98,古島駅前（おもろまち駅向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:25,07:20,5,遅延 +5分,98,小禄（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:26,,,定刻不明,98,志真志住宅前（バイパス向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:27,07:25,2,定時,98,長田（バイパス向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:27,07:25,2,定時,98,興南高校前（国際通り・開南・久茂地向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:29,07:20,9,遅延 +9分,98,小禄南小学校入口（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:29,07:28,1,定時,98,沖縄国際大学入口（バイパス・大謝名向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:29,07:27,2,定時,98,真嘉比（国際通り・開南・久茂地向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:29,07:24,5,遅延 +5分,98,宇栄原団地前（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:30,07:26,4,遅延 +4分,98,とみぐすく南（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:31,07:29,2,定時,98,沖縄国際大学前（バイパス・大謝名向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:31,,,定刻不明,98,第一佐真下（バイパス・大謝名向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:32,07:29,3,定時,98,おもろまち駅前（国際通り・開南・久茂地向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:33,07:27,6,遅延 +6分,98,平和台北口（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:33,,,定刻不明,98,第二佐真下（バイパス・大謝名向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:33,07:34,-1,定時,98,安里一区（国際通り向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:33,07:29,4,遅延 +4分,98,宜保公民館前（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:34,07:29,5,遅延 +5分,98,宜保（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:36,07:34,2,定時,98,安里（那覇バスターミナル・旭橋向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:36,07:31,5,遅延 +5分,98,豊見城中央病院前（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:36,,,定刻不明,98,牧志（那覇バスターミナル・旭橋向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:37,07:32,5,遅延 +5分,98,平和台団地入口（豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:38,07:35,3,定時,98,真栄原（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:39,07:37,2,定時,98,ホテルコレクティブ前（那覇バスターミナル・旭橋向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:40,07:40,0,定時,98,広栄団地入口（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:41,07:40,1,定時,98,広栄（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:43,07:42,1,定時,98,県庁北口（那覇バスターミナル・旭橋向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:44,,,定刻不明,98,琉大北口駐車場（那覇・豊崎向け）,沖縄230あ1802,琉球バス交通
2026/08/14,07:44,07:45,-1,定時,98,旭橋・那覇バスターミナル（公園前向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:46,07:44,2,定時,98,嘉数（宜野湾市）（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:47,07:35,12,遅延 +12分,98,我那覇（糸満・豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:48,07:35,13,遅延 +13分,98,伊良波（糸満・豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:48,07:48,0,定時,98,浅野浦（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:48,07:36,12,遅延 +12分,98,座安入口（糸満・豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:49,07:36,13,遅延 +13分,98,与根入口（糸満・豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:50,07:38,12,遅延 +12分,98,翁長北（道の駅豊崎向け）,沖縄200か1241,琉球バス交通
2026/08/14,07:51,07:51,0,定時,98,大平（浦添市）（古島駅向け）,沖縄200か1396,琉球バス交通
2026/08/14,07:51,,,定刻不明,98,志真志三丁目（バイパス向け）,沖縄230あ1802,琉球バス交通
2026/08/14,07:53,07:46,7,遅延 +7分,98,軍桟橋前（豊崎向け）,沖縄200か1616,琉球バス交通
2026/08/14,07:53,07:40,13,遅延 +13分,98,豊崎入口（道の駅豊崎向け）,沖縄200か1241,琉球バス交通
